# Isostatic lower crust
# Created: Mon Aug 29 15:17:22 2016
# Input thickness: t_Crust.dat
# Input density: CPB2_RhoCrust_6.62GPa.dat
# Density upper crust: 2454.075181
# Density lower crust: 3109.844856
# Column information:
# 0 - X
# 1 - Y
# 2 - Thickness
-250000.000000 6000000.000000 33484.737582
-250000.000000 6020000.000000 33118.940724
-250000.000000 6040000.000000 33426.176268
-250000.000000 6060000.000000 31428.769323
-250000.000000 6080000.000000 29867.658270
-250000.000000 6100000.000000 28398.430982
-250000.000000 6120000.000000 26219.578459
-250000.000000 6140000.000000 23829.140155
-250000.000000 6160000.000000 22990.661455
-250000.000000 6180000.000000 21320.523482
-250000.000000 6200000.000000 19691.117866
-250000.000000 6220000.000000 18515.520079
-250000.000000 6240000.000000 18795.084806
-250000.000000 6260000.000000 18372.591564
-250000.000000 6280000.000000 17621.416173
-250000.000000 6300000.000000 13963.810793
-250000.000000 6320000.000000 14113.985797
-250000.000000 6340000.000000 17562.705110
-250000.000000 6360000.000000 16673.734670
-250000.000000 6380000.000000 17719.429768
-250000.000000 6400000.000000 15575.672582
-250000.000000 6420000.000000 13664.161543
-250000.000000 6440000.000000 15394.531822
-250000.000000 6460000.000000 17096.794966
-250000.000000 6480000.000000 15208.867746
-250000.000000 6500000.000000 12688.431190
-250000.000000 6520000.000000 14146.867560
-250000.000000 6540000.000000 18632.760780
-250000.000000 6560000.000000 21860.382532
-250000.000000 6580000.000000 23910.348067
-250000.000000 6600000.000000 22793.704895
-250000.000000 6620000.000000 24816.900126
-250000.000000 6640000.000000 23537.833728
-250000.000000 6660000.000000 26335.553807
-250000.000000 6680000.000000 21834.078861
-250000.000000 6700000.000000 19968.979526
-250000.000000 6720000.000000 19231.595801
-250000.000000 6740000.000000 16443.342489
-250000.000000 6760000.000000 13990.789095
-250000.000000 6780000.000000 12543.893302
-250000.000000 6800000.000000 12148.622701
-250000.000000 6820000.000000 11584.147335
-250000.000000 6840000.000000 10936.615846
-250000.000000 6860000.000000 10783.179297
-250000.000000 6880000.000000 10399.087666
-250000.000000 6900000.000000 10402.118284
-250000.000000 6920000.000000 10238.972557
-250000.000000 6940000.000000 9631.200083
-250000.000000 6960000.000000 9720.212480
-250000.000000 6980000.000000 8165.581114
-250000.000000 7000000.000000 7705.089854
-250000.000000 7020000.000000 7608.934322
-250000.000000 7040000.000000 8474.220132
-250000.000000 7060000.000000 8440.334394
-250000.000000 7080000.000000 7612.957665
-250000.000000 7100000.000000 7546.442800
-250000.000000 7120000.000000 6763.136646
-250000.000000 7140000.000000 5751.251798
-250000.000000 7160000.000000 5832.339170
-250000.000000 7180000.000000 6327.692707
-250000.000000 7200000.000000 4944.939539
-250000.000000 7220000.000000 2820.161659
-250000.000000 7240000.000000 0.000000
-250000.000000 7260000.000000 185.946624
-250000.000000 7280000.000000 1118.618078
-250000.000000 7300000.000000 2930.756764
-250000.000000 7320000.000000 5889.885531
-250000.000000 7340000.000000 8302.528261
-250000.000000 7360000.000000 9143.291400
-250000.000000 7380000.000000 7743.966312
-250000.000000 7400000.000000 7013.084414
-250000.000000 7420000.000000 6546.719132
-250000.000000 7440000.000000 5202.556855
-250000.000000 7460000.000000 4876.258477
-250000.000000 7480000.000000 4205.109868
-250000.000000 7500000.000000 4337.831162
-250000.000000 7520000.000000 4270.665802
-250000.000000 7540000.000000 4643.400665
-250000.000000 7560000.000000 6251.173645
-250000.000000 7580000.000000 8981.239748
-250000.000000 7600000.000000 11151.956209
-250000.000000 7620000.000000 13242.131877
-250000.000000 7640000.000000 15188.944573
-250000.000000 7660000.000000 17591.360438
-250000.000000 7680000.000000 20061.134479
-250000.000000 7700000.000000 22689.240593
-250000.000000 7720000.000000 25676.397966
-250000.000000 7740000.000000 28087.675701
-250000.000000 7760000.000000 31453.471727
-250000.000000 7780000.000000 34718.618719
-250000.000000 7800000.000000 35495.897306
-230000.000000 6000000.000000 32189.506584
-230000.000000 6020000.000000 32130.877023
-230000.000000 6040000.000000 29075.588522
-230000.000000 6060000.000000 29178.099791
-230000.000000 6080000.000000 28158.053509
-230000.000000 6100000.000000 27446.046829
-230000.000000 6120000.000000 26697.291632
-230000.000000 6140000.000000 25102.657716
-230000.000000 6160000.000000 24078.910717
-230000.000000 6180000.000000 23165.987834
-230000.000000 6200000.000000 20323.303213
-230000.000000 6220000.000000 17776.279150
-230000.000000 6240000.000000 20177.338057
-230000.000000 6260000.000000 19511.490919
-230000.000000 6280000.000000 19028.653848
-230000.000000 6300000.000000 19375.587564
-230000.000000 6320000.000000 19055.687728
-230000.000000 6340000.000000 18284.095116
-230000.000000 6360000.000000 19430.254735
-230000.000000 6380000.000000 18326.078818
-230000.000000 6400000.000000 18811.223436
-230000.000000 6420000.000000 16359.524844
-230000.000000 6440000.000000 15758.984722
-230000.000000 6460000.000000 18549.570526
-230000.000000 6480000.000000 16700.064950
-230000.000000 6500000.000000 16170.841202
-230000.000000 6520000.000000 15930.982376
-230000.000000 6540000.000000 21066.852731
-230000.000000 6560000.000000 24214.047654
-230000.000000 6580000.000000 26162.003925
-230000.000000 6600000.000000 23041.948160
-230000.000000 6620000.000000 25789.436382
-230000.000000 6640000.000000 25082.536996
-230000.000000 6660000.000000 29954.211900
-230000.000000 6680000.000000 27207.716374
-230000.000000 6700000.000000 23348.063781
-230000.000000 6720000.000000 19380.460878
-230000.000000 6740000.000000 16949.459966
-230000.000000 6760000.000000 17844.065557
-230000.000000 6780000.000000 17005.584623
-230000.000000 6800000.000000 17272.577299
-230000.000000 6820000.000000 13277.567542
